Feature ID	Taxon	Confidence
00569fa26a2360bb52c4914556381c56	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Chloroplast;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.9954425872377239
00586569b90aa7b23f0dfde96d8da316	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__	0.897154713055756
00587ecce2b37f77febc72a3f89e323d	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__Terrimicrobiaceae;g__FukuN18_freshwater_group;s__	0.9999678799245895
0058ded436297cc0121ee1d7f9680f37	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Gloeotrichia_SAG_32.84;s__	0.8445731383768025
0059f341c9934328d449a946bfbf33d8	d__Bacteria;p__Patescibacteria;c__Kazania;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.9432801927925368
005b3321ba8adcdd5be3ae9803f9bf42	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum;s__	0.8096759675057771
005b3b145104c7e391e63d2798301728	d__Bacteria	0.8858622517408334
005b95bddd443c9c625b9a704f56d611	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Chloroplast;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.9792398906317444
005c32984436cd8674a51a192b43c494	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Incertae_Sedis;s__	0.9657666146693379
005c54a2cd8de20b3e5aa73d42e28019	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae	0.9975318023822457
005c8a20ba283e713ae428124508a061	d__Bacteria;p__Patescibacteria	0.8757967829998061
005d365b9c7bbf18de04be9920218cc8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Defluviicoccales;f__Defluviicoccaceae;g__Defluviicoccus;s__	0.9897072632590637
005d914aa2653dd34f5504e9c7795b21	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter;s__	0.9868815019081966
005e007db2d66501f7616209d949651a	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Beijerinckiaceae	0.999801651382668
005e553b9af106a9bc1d3291aa539b07	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Chloroplast;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.7122056005840796
005f5d9f8c2a5d9da9cd574a6fd390f1	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.975846028879971
0061e0b0b97a4977a9dae5243bc70a8f	d__Bacteria	0.7376655289951082
0062105b5b668c4c24e15bb46a2793e5	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria	0.9952097210901372
00624b6d9e1a6402652ff4794478743a	d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Kitasatosporales;f__Streptomycetaceae	0.9958953308707379
0062f3f0f8c4bcf1cf81b82dd440b337	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	0.9300439991771379
00639f17bdc32f4c49786921764174e9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	0.9997126991546128
0063bc39867b2a797b623f5744cf361c	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.9989515093879199
0063f2e5e242965e4540aedea9858bfd	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	0.8629621124348421
00640a0a6292a4a36c4de722ed502f86	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Terriglobales;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.7928339899305988
00641dbed1a744dc7c66c7f1cd6a99ef	d__Bacteria;p__Planctomycetota;c__OM190;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.8952502876954747
0064524296ac329376899679f1cb3e9a	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales	0.9999184995723944
00656b0c1a6c6c9e0832224f7c1de5be	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Tautonia;s__	0.9230385988352355
00671b0b8dccb00f1f538f90200fb916	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.9998951934604549
006864ee2ffcea92cec17b63f6e84d0d	d__Bacteria;p__Bacteroidota;c__Bacteroidia	0.957698475898545
00694b8959672bb0d26ad3017b310ac3	d__Bacteria;p__Bacillota;c__Clostridia	0.8047665800890735
006958c2f620271ab9c5a9d5a8755489	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Incertae_Sedis;g__CG1-02-57-44;s__	0.9678051977061705
0069a4753b90a52e5576514e114afc5a	d__Bacteria;p__Patescibacteria;c__Parcubacteria	0.9945067683655342
0069b18e92bc2c1b160c1a19fd753231	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Chloroplast;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.9956856865085553
006a4125e107283a7185c6f2a38f0828	d__Bacteria	0.9961525520600469
006b2fcd23f15c99dfa3fd1347430ee9	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae	0.8136835141807884
006d0de3aa31f064da1438a6aaaaf392	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Incertae_Sedis;s__	0.9953740855032187
006e1099497bbe7d11d8db3f75995acf	d__Bacteria;p__Planctomycetota;c__Planctomycetes	0.8561169630152442
006e856335bee79301978c2af792aeb2	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Woesebacteria;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.9762294453035039
006eb20e787cf310a18e11119d6c8e61	d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Jorgensenbacteria;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.7821818956340177
006efdb975bbc7da46286dcea65f9532	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.9998423763930572
006f7e22bdbe7b23ecd43d5efd6a72cb	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.9927061126145619
0070e7c5d643e15d4f3afbcc19fa2741	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__Desulfomonile;s__	0.7805600221799289
